ID;NAME;FORM;STREET;POSTBOX;POSTCODE;CITY;COUNTRY;REGION;TELEPHONE;CUSTTYPE;DISCOUNT;LANGU;EMAIL;WEBUSER
3860;Anna Kreiss;Frau;Lerchenstr. 183;;86343;Koenigsbrunn;DE;;08912 44376;P;5;DE;Anna_Kreiss@Koenigsbrunn.net;
3861;Christa Domenech;Frau;Ausserhalb 14;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;10;DE;Christa_Domenech@Seeheim-Jugenheim.net;
3862;Siegfried Benjamin;Herr;Schillerstr. 277;;15344;Strausberg;DE;;03342 365749;P;15;DE;Siegfried_Benjamin@Strausberg.net;
3863;Anna Sudhoff;Frau;Lerchenstr. 273;;86343;Koenigsbrunn;DE;;08912 44376;P;0;DE;Anna_Sudhoff@Koenigsbrunn.net;
3864;Christa Detemple;Frau;Ausserhalb 112;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;5;DE;Christa_Detemple@Seeheim-Jugenheim.net;
3865;Andreas Koslowski;Herr;Hasnerstrasse 268;;4020;Linz;AT;;0732 652149;P;10;DE;Andreas_Koslowski@Linz.net;
3866;Siegfried Cesari;Herr;Schillerstr. 78;;15344;Strausberg;DE;;03342 365749;P;15;DE;Siegfried_Cesari@Strausberg.net;
3867;Jean Babilon;M;200 rue Voltaire;;B - 1030;Bruxelles;BE;;+32 2 202 1638;P;0;FR;Jean_Babilon@Bruxelles.net;
3868;Salvador Zimmermann;Sr.;71 Piedad;;41006;Sevilla;ES;;953345728;P;5;ES;Salvador_Zimmermann@Sevilla.net;
3869;Lothar Detemple;Herr;Hauptstr. 108;;69180;Walldorf;DE;;06227 12345;P;10;DE;Lothar_Detemple@Walldorf.net;
3870;Johann Sessler;Herr;Ausfallstr. 167;;11111;Berlin;DE;;030 72545675;P;15;DE;Johann_Sessler@Berlin.net;
3871;August Rahn;Herr;Alte Reichsstr. 233;;66464;Homburg;DE;;06841 53232;P;0;DE;August_Rahn@Homburg.net;
3872;Walter Pan;Herr;Carl-Metz Strasse 139;;68163;Mannheim;DE;;0049 621 8282693;P;5;DE;Walter_Pan@Mannheim.net;
3873;Ida Delon;Frau;Dudweilerstr. 202;;66386;St. Ingbert;DE;;06894 194285;P;10;DE;Ida_Delon@St.Ingbert.net;
3874;Florian Legrand;Herr;Gruenlingweg 90;;69180;Wiesloch;DE;;06222 12345;P;15;DE;Florian_Legrand@Wiesloch.net;
3875;Dominik Jacqmain;Herr;Albert-Schweitzer-Str. 85;;75305;Neuenburg;DE;;07082/8950;P;0;DE;Dominik_Jacqmain@Neuenburg.net;
3876;Irene Vrsic;Frau;Akazienweg 266;;27299;Langwedel;DE;;04232 16212;P;5;DE;Irene_Vrsic@Langwedel.net;
3877;Guenther Legrand;Herr;Jacobistrasse 50;;79104;Freiburg;DE;;0761 475633;P;10;DE;Guenther_Legrand@Freiburg.net;
3878;James Waldmann;Herr;4 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;15;EN;James_Waldmann@SanFrancisco.net;
3879;Cindy Pan;Mrs;178 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;0;EN;Cindy_Pan@Arlington.net;
3880;Anne-Marie Trensch;Frau;Marktplatz 123;;90419;Nuernberg;DE;Bay;0911 584 365;P;5;DE;Anne-Marie_Trensch@Nuernberg.net;
3881;Peter Picard;Herr;Karl-Marx-Allee 169;;16233;Potsdam;DE;;03224 78655;P;10;DE;Peter_Picard@Potsdam.net;
3882;Siegfried Picard;Herr;Schillerstr. 142;;15344;Strausberg;DE;;03342 365749;P;15;DE;Siegfried_Picard@Strausberg.net;
3883;Walter Madeira;Herr;Carl-Metz Strasse 280;;68163;Mannheim;DE;;0049 621 8282693;P;0;DE;Walter_Madeira@Mannheim.net;
3884;Sophie Benjamin;Frau;Mutterstadter Str. 156;;67105;Schifferstadt;DE;;0049 6235 93317;P;5;DE;Sophie_Benjamin@Schifferstadt.net;
3885;Chantal Henry;Mme;174 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;10;FR;Chantal_Henry@Vlizy.net;
3886;Anna Detemple;Frau;N7, 84;;68161;Mannheim;DE;;0621/25871;P;15;DE;Anna_Detemple@Mannheim.net;
3887;Stephen Kreiss;Herr;Arionweg 37;;68723;Schwetzingen;DE;;06202 12345;P;0;DE;Stephen_Kreiss@Schwetzingen.net;
3888;Marta Gueldenpfennig;Sra.;186 Camelias;;08014;Barcelona;ES;;932374423;P;5;ES;Marta_Gueldenpfennig@Barcelona.net;
3889;Johann Meier;Herr;Ausfallstr. 125;;11111;Berlin;DE;;030 72545675;P;10;DE;Johann_Meier@Berlin.net;
3890;August Columbo;Herr;Alte Reichsstr. 134;;66464;Homburg;DE;;06841 53232;P;15;DE;August_Columbo@Homburg.net;
3891;Achim Montero;Herr;Rankestr. 35;;76137;Karlsruhe;DE;;0721 37758;P;0;DE;Achim_Montero@Karlsruhe.net;
3892;Horst Hoffen;Herr;Elzstrasse 231;;79312;Emmendingen;DE;;07641 927813;P;5;DE;Horst_Hoffen@Emmendingen.net;
3893;Juan Kreiss;Sr.;197 Fuenlabrada;;28017;Madrid;ES;;914782397;P;10;ES;Juan_Kreiss@Madrid.net;
3894;Dominik Neubasler;Herr;Albert-Schweitzer-Str. 93;;75305;Neuenburg;DE;;07082/8950;P;15;DE;Dominik_Neubasler@Neuenburg.net;
3895;Peter Jacqmain;Herr;Karl-Marx-Allee 98;;16233;Potsdam;DE;;03224 78655;P;0;DE;Peter_Jacqmain@Potsdam.net;
3896;Allen Neubasler;Mr.;159 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;5;EN;Allen_Neubasler@N.Massapequa.net;
3897;Guillermo Heller;Mr.;240 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;10;ES;Guillermo_Heller@Madrid.net;
3898;Anna Illner;Frau;N7, 65;;68161;Mannheim;DE;;0621/25871;P;15;DE;Anna_Illner@Mannheim.net;
3899;Annemarie Hunter;Frau;Stauboernchenstrasse 243;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;0;DE;Annemarie_Hunter@Kaiserslautern.net;
3900;Guenther Rahn;Herr;Jacobistrasse 239;;79104;Freiburg;DE;;0761 475633;P;5;DE;Guenther_Rahn@Freiburg.net;
3901;Georg Vrsic;Herr;Caspar-David-Friedrich-Str. 25;;69190;Walldorf;DE;;06227/57188;P;10;DE;Georg_Vrsic@Walldorf.net;
3902;Hendrik Koller;Herr;Auf dem Huegel 228;;75757;Elsenz;DE;;07272 757575;P;15;DE;Hendrik_Koller@Elsenz.net;
3903;Hendrik Dumbach;Herr;Auf dem Huegel 34;;75757;Elsenz;DE;;07272 757575;P;0;DE;Hendrik_Dumbach@Elsenz.net;
3904;Thomas Babilon;Mr.;46 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;5;EN;Thomas_Babilon@Chicago.net;
3905;James Kreiss;Herr;250 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;10;EN;James_Kreiss@SanFrancisco.net;
3906;Jean-Luc Detemple;Herr;262 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;15;FR;Jean-Luc_Detemple@Paris.net;
3907;Thilo Pratt;Herr;Zwischergasse 10;;23496;Dielheim;DE;;1234 5678900386;P;0;DE;Thilo_Pratt@Dielheim.net;
3908;Marta Matthaeus;Sra.;126 Camelias;;08014;Barcelona;ES;;932374423;P;5;ES;Marta_Matthaeus@Barcelona.net;
3909;Achim Sessler;Herr;Rankestr. 95;;76137;Karlsruhe;DE;;0721 37758;P;10;DE;Achim_Sessler@Karlsruhe.net;
3910;Holm Hansmann;Herr;Muehltalstr. 198;;69121;Heidelberg;DE;;06221 54321;P;15;DE;Holm_Hansmann@Heidelberg.net;
3911;Gisela Buchholm;Frau;Goeckinghofstr. 116;;58332;Schwelm;DE;;02336/934587;P;0;DE;Gisela_Buchholm@Schwelm.net;
3912;Georg Montero;Herr;Caspar-David-Friedrich-Str. 14;;69190;Walldorf;DE;;06227/57188;P;5;DE;Georg_Montero@Walldorf.net;
3913;Matthias Zimmermann;Herr;Gartenstr. 99;;69123;Heidelberg;DE;;07254 6442;P;10;DE;Matthias_Zimmermann@Heidelberg.net;
3914;Astrid Weiss;Frau;Karl-Schwaner-Str. 245;;68219;Mannheim;DE;;0621 801740;P;15;DE;Astrid_Weiss@Mannheim.net;
3915;Jean-Luc Domenech;Herr;189 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;0;FR;Jean-Luc_Domenech@Paris.net;
3916;Sophie Lindwurm;Frau;Mutterstadter Str. 172;;67105;Schifferstadt;DE;;0049 6235 93317;P;5;DE;Sophie_Lindwurm@Schifferstadt.net;
3917;Adam Rahn;Herr;Heidelberger Str. 67;;69483;Wald-Michelbach;DE;;06207 4138;P;10;DE;Adam_Rahn@Wald-Michelbach.net;
3918;Thomas Hansmann;Mr.;211 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;15;EN;Thomas_Hansmann@Chicago.net;
3919;August Hoffen;Herr;Alte Reichsstr. 254;;66464;Homburg;DE;;06841 53232;P;0;DE;August_Hoffen@Homburg.net;
3920;Carmel Goelke;Dr.;109 Oak Street;;07666;Teaneck;US;;973-331-3069;P;5;EN;Carmel_Goelke@Teaneck.net;
3921;Walter Buchholm;Herr;Carl-Metz Strasse 164;;68163;Mannheim;DE;;0049 621 8282693;P;10;DE;Walter_Buchholm@Mannheim.net;
3922;Adam Moyano;Herr;Heidelberger Str. 179;;69483;Wald-Michelbach;DE;;06207 4138;P;15;DE;Adam_Moyano@Wald-Michelbach.net;
3923;Irmtraut Kreiss;Frau;Max-Planck-Str. 205;;63150;Heusenstamm;DE;;06104 554433;P;0;DE;Irmtraut_Kreiss@Heusenstamm.net;
3924;Adam Schneider;Herr;Heidelberger Str. 41;;69483;Wald-Michelbach;DE;;06207 4138;P;5;DE;Adam_Schneider@Wald-Michelbach.net;
3925;Walter Sessler;Herr;Carl-Metz Strasse 153;;68163;Mannheim;DE;;0049 621 8282693;P;10;DE;Walter_Sessler@Mannheim.net;
3926;Benjamin Vrsic;Mr;166 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;15;EN;Benjamin_Vrsic@NewOrleans.net;
3927;Pierre Eichbaum;M;177 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;0;FR;Pierre_Eichbaum@Grasse.net;
3928;Roland Gutenberg;Herr;Gemeindestr. 236;;79761;Waldshut;DE;;07751 800753;P;5;DE;Roland_Gutenberg@Waldshut.net;
3929;Irene Trensch;Frau;Akazienweg 17;;27299;Langwedel;DE;;04232 16212;P;10;DE;Irene_Trensch@Langwedel.net;
3930;Adam Kramer;Herr;Heidelberger Str. 47;;69483;Wald-Michelbach;DE;;06207 4138;P;15;DE;Adam_Kramer@Wald-Michelbach.net;
3931;Allen Weiss;Mr.;191 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;0;EN;Allen_Weiss@N.Massapequa.net;
3932;James Domenech;Herr;217 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;5;EN;James_Domenech@SanFrancisco.net;
3933;Siegfried Deichgraeber;Herr;Schillerstr. 21;;15344;Strausberg;DE;;03342 365749;P;10;DE;Siegfried_Deichgraeber@Strausberg.net;
3934;Gisela Koller;Frau;Goeckinghofstr. 92;;58332;Schwelm;DE;;02336/934587;P;15;DE;Gisela_Koller@Schwelm.net;
3935;Juan Miguel;Sr.;218 Fuenlabrada;;28017;Madrid;ES;;914782397;P;0;ES;Juan_Miguel@Madrid.net;
3936;Thomas Goelke;Mr.;157 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;5;EN;Thomas_Goelke@Chicago.net;
3937;August Detemple;Herr;Alte Reichsstr. 131;;66464;Homburg;DE;;06841 53232;P;10;DE;August_Detemple@Homburg.net;
3938;Irmtraut Gutenberg;Frau;Max-Planck-Str. 145;;63150;Heusenstamm;DE;;06104 554433;P;15;DE;Irmtraut_Gutenberg@Heusenstamm.net;
3939;Simon Kreiss;M;rue de Moillebeau 226;;1211;Genve;CH;;+41 22 730 4003;P;0;FR;Simon_Kreiss@Genve.net;
3940;Lothar Prinz;Herr;Hauptstr. 271;;69180;Walldorf;DE;;06227 12345;P;5;DE;Lothar_Prinz@Walldorf.net;
3941;Cindy Henry;Mrs;260 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;10;EN;Cindy_Henry@Arlington.net;
3942;Dominik Columbo;Herr;Albert-Schweitzer-Str. 82;;75305;Neuenburg;DE;;07082/8950;P;15;DE;Dominik_Columbo@Neuenburg.net;
3943;Christa Kirk;Frau;Ausserhalb 44;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;0;DE;Christa_Kirk@Seeheim-Jugenheim.net;
3944;Florian Gahl;Herr;Gruenlingweg 12;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Florian_Gahl@Wiesloch.net;
3945;Lothar Lindwurm;Herr;Hauptstr. 275;;69180;Walldorf;DE;;06227 12345;P;10;DE;Lothar_Lindwurm@Walldorf.net;
3946;Thomas Jacqmain;Mr.;130 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;15;EN;Thomas_Jacqmain@Chicago.net;
3947;Andrej Barth;Herr;188 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;0;DE;Andrej_Barth@Ljubljana.net;
3948;Claire Trensch;Frau;Meerfeldstr. 155;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;5;DE;Claire_Trensch@Mannheim-Lindenhof.net;
3949;Achim Delon;Herr;Rankestr. 39;;76137;Karlsruhe;DE;;0721 37758;P;10;DE;Achim_Delon@Karlsruhe.net;
3950;Guillermo Kreiss;Mr.;122 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;15;ES;Guillermo_Kreiss@Madrid.net;
3951;Astrid Buchholm;Frau;Karl-Schwaner-Str. 152;;68219;Mannheim;DE;;0621 801740;P;0;DE;Astrid_Buchholm@Mannheim.net;
3952;Carmel Prinz;Dr.;257 Oak Street;;07666;Teaneck;US;;973-331-3069;P;5;EN;Carmel_Prinz@Teaneck.net;
3953;Horst Wohl;Herr;Elzstrasse 120;;79312;Emmendingen;DE;;07641 927813;P;10;DE;Horst_Wohl@Emmendingen.net;
3954;Anna Leisert;Frau;N7, 24;;68161;Mannheim;DE;;0621/25871;P;15;DE;Anna_Leisert@Mannheim.net;
3955;Ludwig Kirk;Herr;Wilhelminentr. 104;;64283;Darmstadt;DE;;06151 77372;P;0;DE;Ludwig_Kirk@Darmstadt.net;
3956;Ulla Montero;Frau;Gruenlingweg 138;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Ulla_Montero@Wiesloch.net;
3957;Herr Matthias Heller;Herr;Gartenstr. 124;;69123;Heidelberg;DE;;07254 6442;P;10;DE;Matthias_Heller@Heidelberg.net;
3958;Amelie Martin;Frau;Froschstr. 187;;68753;Amelie;DE;;07254 953350;P;15;DE;Amelie_Martin@Amelie.net;
3959;Allen Zimmermann;Mr.;69 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;0;EN;Allen_Zimmermann@N.Massapequa.net;
3960;Ida Ryan;Frau;Dudweilerstr. 49;;66386;St. Ingbert;DE;;06894 194285;P;5;DE;Ida_Ryan@St.Ingbert.net;
3961;Anna Pratt;Frau;N7, 235;;68161;Mannheim;DE;;0621/25871;P;10;DE;Anna_Pratt@Mannheim.net;
3962;Theresia Hansmann;Frau;Arndtstrasse 143;;71116;Gaertringen;DE;;07034 / 299934;P;15;DE;Theresia_Hansmann@Gaertringen.net;
3963;Johannes Fischmann;Herr;Leichhof 129;;55128;Mainz;DE;;06131 125627;P;0;DE;Johannes_Fischmann@Mainz.net;
3964;Cindy Schneider;Mrs;170 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;5;EN;Cindy_Schneider@Arlington.net;
3965;Benjamin Illner;Mr;144 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;10;EN;Benjamin_Illner@NewOrleans.net;
3966;Mathilde Zimmermann;Frau;Erlengrund 176;;68789;St. Leon-Rot;DE;;06227 13813;P;15;DE;Mathilde_Zimmermann@St.Leon-Rot.net;
3967;Johannes Pratt;Herr;Leichhof 184;;55128;Mainz;DE;;06131 125627;P;0;DE;Johannes_Pratt@Mainz.net;
3968;Uli Matthaeus;Frau;Franz-Marc-Str. 209;;70111;Reutlingen;DE;;0734 372509;P;5;DE;Uli_Matthaeus@Reutlingen.net;
3969;Stephen Fischmann;Herr;Arionweg 162;;68723;Schwetzingen;DE;;06202 12345;P;10;DE;Stephen_Fischmann@Schwetzingen.net;
3970;James Deichgraeber;Herr;135 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;15;EN;James_Deichgraeber@SanFrancisco.net;
3971;Illya Barth;Herr;Im Warmet 97;;69231;Rauenberg;DE;;0800 700707;P;0;DE;Illya_Barth@Rauenberg.net;
3972;Guenther Delon;Herr;Jacobistrasse 121;;79104;Freiburg;DE;;0761 475633;P;5;DE;Guenther_Delon@Freiburg.net;
3973;Florian Henry;Herr;Gruenlingweg 269;;69180;Wiesloch;DE;;06222 12345;P;10;DE;Florian_Henry@Wiesloch.net;
3974;Chantal Heller;Mme;75 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;15;FR;Chantal_Heller@Vlizy.net;
3975;Marta Legrand;Sra.;89 Camelias;;08014;Barcelona;ES;;932374423;P;0;ES;Marta_Legrand@Barcelona.net;
3976;Laura Kramer;Frau;Raupelsweg 222;;60118;Mainz;DE;;06221 934 432;P;5;DE;Laura_Kramer@Mainz.net;
3977;Chantal Trensch;Mme;56 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;10;FR;Chantal_Trensch@Vlizy.net;
3978;Benjamin Legrand;Mr;103 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;15;EN;Benjamin_Legrand@NewOrleans.net;
3979;Dominik Gueldenpfennig;Herr;Albert-Schweitzer-Str. 7;;75305;Neuenburg;DE;;07082/8950;P;0;DE;Dominik_Gueldenpfennig@Neuenburg.net;
3980;Adam Gahl;Herr;Heidelberger Str. 18;;69483;Wald-Michelbach;DE;;06207 4138;P;5;DE;Adam_Gahl@Wald-Michelbach.net;
3981;Johann Illner;Herr;Ausfallstr. 258;;11111;Berlin;DE;;030 72545675;P;10;DE;Johann_Illner@Berlin.net;
3982;Carmel Picard;Dr.;26 Oak Street;;07666;Teaneck;US;;973-331-3069;P;15;EN;Carmel_Picard@Teaneck.net;
3983;Amelie Miguel;Frau;Froschstr. 29;;68753;Amelie;DE;;07254 953350;P;0;DE;Amelie_Miguel@Amelie.net;
3984;Hendrik Montero;Herr;Auf dem Huegel 32;;75757;Elsenz;DE;;07272 757575;P;5;DE;Hendrik_Montero@Elsenz.net;
3985;Achim Rahn;Herr;Rankestr. 38;;76137;Karlsruhe;DE;;0721 37758;P;5;DE;Achim_Rahn@Karlsruhe.net;
3986;Lee Goelke;Mr.;154 17th St.;;09765;Boulder;US;;516-865-1547;P;10;EN;Lee_Goelke@Boulder.net;
3987;Lothar Columbo;Herr;Hauptstr. 150;;69180;Walldorf;DE;;06227 12345;P;15;DE;Lothar_Columbo@Walldorf.net;
3988;Theresia Lautenbach;Frau;Arndtstrasse 60;;71116;Gaertringen;DE;;07034 / 299934;P;0;DE;Theresia_Lautenbach@Gaertringen.net;
3989;Lee Zimmermann;Mr.;81 17th St.;;09765;Boulder;US;;516-865-1547;P;5;EN;Lee_Zimmermann@Boulder.net;
3990;Cindy Kirk;Mrs;48 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;10;EN;Cindy_Kirk@Arlington.net;
3991;Lothar Prinz;Herr;Stiftsbogen 194;;81375;Muenchen;DE;BAY;089 8828838;P;15;DE;Lothar_Prinz@Muenchen.net;
3992;Georg Koslowski;Herr;Caspar-David-Friedrich-Str. 19;;69190;Walldorf;DE;;06227/57188;P;0;DE;Georg_Koslowski@Walldorf.net;
3993;Illya Waldmann;Herr;Im Warmet 88;;69231;Rauenberg;DE;;0800 700707;P;5;DE;Illya_Waldmann@Rauenberg.net;
3994;Ruth Waldmann;Frau;Melissenstr. 246;;41466;Neuss;DE;;02131 465750;P;10;DE;Ruth_Waldmann@Neuss.net;
3995;Irmtraut Miguel;Frau;Max-Planck-Str. 216;;63150;Heusenstamm;DE;;06104 554433;P;15;DE;Irmtraut_Miguel@Heusenstamm.net;
3996;Stephen Illner;Herr;Arionweg 242;;68723;Schwetzingen;DE;;06202 12345;P;0;DE;Stephen_Illner@Schwetzingen.net;
3997;Ruth Buchholm;Frau;Melissenstr. 114;;41466;Neuss;DE;;02131 465750;P;5;DE;Ruth_Buchholm@Neuss.net;
3998;Anneliese Schneider;Frau;Am Deich 223;;23056;Buxtehude;DE;;02033 897;P;10;DE;Anneliese_Schneider@Buxtehude.net;
3999;Claire Lautenbach;Frau;Meerfeldstr. 264;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;15;DE;Claire_Lautenbach@Mannheim-Lindenhof.net;
4000;Christine Moyano;Frau;Emil-Heckel-Str. 9;;68163;Mannheim;DE;;0621/812547;P;0;DE;Christine_Moyano@Mannheim.net;
4001;Lothar Trensch;Herr;Hauptstr. 94;;69180;Walldorf;DE;;06227 12345;P;5;DE;Lothar_Trensch@Walldorf.net;
4002;Pierre Picard;M;100 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;10;FR;Pierre_Picard@Grasse.net;
4003;Chantal Benjamin;Mme;5 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;15;FR;Chantal_Benjamin@Vlizy.net;
4004;Christine Columbo;Frau;Emil-Heckel-Str. 132;;68163;Mannheim;DE;;0621/812547;P;0;DE;Christine_Columbo@Mannheim.net;
4005;Illya Deichgraeber;Herr;Im Warmet 107;;69231;Rauenberg;DE;;0800 700707;P;5;DE;Illya_Deichgraeber@Rauenberg.net;
4006;Anne-Marie Delon;Frau;Marktplatz 210;;90419;Nuernberg;DE;Bay;0911 584 365;P;10;DE;Anne-Marie_Delon@Nuernberg.net;
4007;C. Wohl;Frau;Ausserhalb 160;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;15;DE;Christa_Wohl@Seeheim-Jugenheim.net;
4008;Thilo Fischmann;Herr;Zwischergasse 161;;23496;Dielheim;DE;;1234 5678900386;P;0;DE;Thilo_Fischmann@Dielheim.net;
4009;Simon Montero;M;rue de Moillebeau 276;;1211;Genve;CH;;+41 22 730 4003;P;5;FR;Simon_Montero@Genve.net;
4010;Christoph Benjamin;Mr;42 Federal Avenue;;17844;Washington;US;;221 784 4478;P;10;EN;Christoph_Benjamin@Washington.net;
4011;Thomas Picard;Mr.;252 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;15;EN;Thomas_Picard@Chicago.net;
4012;Allen Schneider;Mr.;196 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;0;EN;Allen_Schneider@N.Massapequa.net;
4013;Irene Pratt;Frau;Akazienweg 86;;27299;Langwedel;DE;;04232 16212;P;5;DE;Irene_Pratt@Langwedel.net;
4014;Adam Leisert;Herr;Heidelberger Str. 234;;69483;Wald-Michelbach;DE;;06207 4138;P;10;DE;Adam_Leisert@Wald-Michelbach.net;
4015;Lothar Gueldenpfennig;Herr;Stiftsbogen 13;;81375;Muenchen;DE;BAY;089 8828838;P;15;DE;Lothar_Gueldenpfennig@Muenchen.net;
4016;Anne-Marie Zimmermann;Frau;Marktplatz 127;;90419;Nuernberg;DE;Bay;0911 584 365;P;0;DE;Anne-Marie_Zimmermann@Nuernberg.net;
4017;Thilo Heller;Herr;Zwischergasse 173;;23496;Dielheim;DE;;1234 5678900386;P;5;DE;Thilo_Heller@Dielheim.net;
4018;Carmel DOultrement;Dr.;51 Oak Street;;07666;Teaneck;US;;973-331-3069;P;10;EN;Carmel_DOultrement@Teaneck.net;
4019;Roland Jeremias;Herr;Gemeindestr. 33;;79761;Waldshut;DE;;07751 800753;P;15;DE;Roland_Jeremias@Waldshut.net;
4020;Stephen Detemple;Herr;Arionweg 261;;68723;Schwetzingen;DE;;06202 12345;P;0;DE;Stephen_Detemple@Schwetzingen.net;
4021;Roland Gueldenpfennig;Herr;Gemeindestr. 204;;79761;Waldshut;DE;;07751 800753;P;5;DE;Roland_Gueldenpfennig@Waldshut.net;
4022;Irmtraut Babilon;Frau;Max-Planck-Str. 136;;63150;Heusenstamm;DE;;06104 554433;P;10;DE;Irmtraut_Babilon@Heusenstamm.net;
4023;Jean-Luc Henry;Herr;28 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;15;FR;Jean-Luc_Henry@Paris.net;
4024;Matthias Kirk;Herr;Gartenstr. 62;;69123;Heidelberg;DE;;07254 6442;P;0;DE;Matthias_Kirk@Heidelberg.net;
4025;Carmel Sessler;Dr.;31 Oak Street;;07666;Teaneck;US;;973-331-3069;P;5;EN;Carmel_Sessler@Teaneck.net;
4026;Lothar Fischmann;Herr;Hauptstr. 244;;69180;Walldorf;DE;;06227 12345;P;10;DE;Lothar_Fischmann@Walldorf.net;
4027;Illya Henry;Herr;Im Warmet 163;;69231;Rauenberg;DE;;0800 700707;P;15;DE;Illya_Henry@Rauenberg.net;
4028;Mathilde Goelke;Frau;Erlengrund 267;;68789;St. Leon-Rot;DE;;06227 13813;P;0;DE;Mathilde_Goelke@St.Leon-Rot.net;
4029;Ruth Benjamin;Frau;Melissenstr. 256;;41466;Neuss;DE;;02131 465750;P;5;DE;Ruth_Benjamin@Neuss.net;
4030;Lothar Marshall;Herr;Stiftsbogen 182;;81375;Muenchen;DE;BAY;089 8828838;P;10;DE;Lothar_Marshall@Muenchen.net;
4031;Andrej Hoffen;Herr;118 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;15;DE;Andrej_Hoffen@Ljubljana.net;
4032;Mathilde Hansmann;Frau;Erlengrund 96;;68789;St. Leon-Rot;DE;;06227 13813;P;0;DE;Mathilde_Hansmann@St.Leon-Rot.net;
4033;Irmtraut Lautenbach;Frau;Max-Planck-Str. 215;;63150;Heusenstamm;DE;;06104 554433;P;5;DE;Irmtraut_Lautenbach@Heusenstamm.net;
4034;Andreas Zimmermann;Herr;Hasnerstrasse 265;;4020;Linz;AT;;0732 652149;P;10;DE;Andreas_Zimmermann@Linz.net;
4035;Thomas Sessler;Mr.;40 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;15;EN;Thomas_Sessler@Chicago.net;
4036;Christoph Detemple;Mr;68 Federal Avenue;;17844;Washington;US;;221 784 4478;P;0;EN;Christoph_Detemple@Washington.net;
4037;Christoph Sudhoff;Mr;281 Federal Avenue;;17844;Washington;US;;221 784 4478;P;5;EN;Christoph_Sudhoff@Washington.net;
4038;Guenther Domenech;Herr;Jacobistrasse 1;;79104;Freiburg;DE;;0761 475633;P;10;DE;Guenther_Domenech@Freiburg.net;
4039;Sophie Benz;Frau;Mutterstadter Str. 74;;67105;Schifferstadt;DE;;0049 6235 93317;P;15;DE;Sophie_Benz@Schifferstadt.net;
4040;Thomas Henry;Mr.;274 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;0;EN;Thomas_Henry@Chicago.net;
4041;Thilo Schneider;Herr;Zwischergasse 140;;23496;Dielheim;DE;;1234 5678900386;P;5;DE;Thilo_Schneider@Dielheim.net;
4042;Guillermo Benz;Mr.;141 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;10;ES;Guillermo_Benz@Madrid.net;
4043;Christoph Illner;Mr;270 Federal Avenue;;17844;Washington;US;;221 784 4478;P;15;EN;Christoph_Illner@Washington.net;
